NAME_EN,NAME_KR,DESCRIPTION_EN,DESCRIPTION_KR,IMAGE_URL,COMPANY_NAME_EN,INDUSTRY_NAME_EN,INDUSTRY_NAME_KR
Save 15% on Tucker's Raw Frozen Dog Food 6lb and 3lb Bags,Save 15% on Tucker's Raw Frozen Dog Food 6lb and 3lb Bags,Stop by the Tucker's Booth #2520 for details.,Stop by the Tucker's Booth #2520 for details.,https://static.prod01.ue1.p.pcomm.net:443/sz2025/user_content/review_items/2/1250/4b8d680f1703a9628cbb648f287b9fa3-original-tr_sz_rf_6lb.jpg,Tucker's Raw,"Locally sourced, Made in America, Cat Food & Treats, Dog Food & Treats","Locally sourced, Made in America, Cat Food & Treats, Dog Food & Treats"
Tucker's Raw Boost Cubes,Tucker's Raw Boost Cubes,"Boost Cubes are pureed organs, necks, bones, and more, in peel and serve portions; making the functional components of a raw diet easy for the everyday feeder. Add key nutrients to your pet’s favorite meal or snack!","Boost Cubes are pureed organs, necks, bones, and more, in peel and serve portions; making the functional components of a raw diet easy for the everyday feeder. Add key nutrients to your pet’s favorite meal or snack!",https://static.prod01.ue1.p.pcomm.net:443/sz2025/user_content/review_items/2/230/2a5309b0b4bb7f757f12c7b280489383-original-tr_sz_boost_group.jpg,Tucker's Raw,New Product Showcase - Dog,New Product Showcase - Dog
Trachea Balls,Trachea Balls,"This is a Beef Trachea that has been baked into a ball shape. Each piece is about 3-4"" in diameter, and weighs about 2-3 ounces. There will be some variation in shape and size. A Tuesday branded ElastiBand with UPC is wrapped around each piece.","This is a Beef Trachea that has been baked into a ball shape. Each piece is about 3-4"" in diameter, and weighs about 2-3 ounces. There will be some variation in shape and size. A Tuesday branded ElastiBand with UPC is wrapped around each piece.",https://static.prod01.ue1.p.pcomm.net:443/sz2025/user_content/review_items/2/1408/4990c118a8755273d87e60052707305d-original-trachea-ball-single.jpeg,Tuesday's Natural Dog Company,New Product Showcase - Dog,New Product Showcase - Dog
Tugzelle's mission,Tugzelle's mission,"Tugzelle designs interactive pet toys that inspire play, learning, and bonding.","Tugzelle designs interactive pet toys that inspire play, learning, and bonding.",,Tugzelle,"Women owned, Cat Products, Dog Products, Ships Internationally, New Product Launch","Women owned, Cat Products, Dog Products, Ships Internationally, New Product Launch"
TURF MAGIK - The All Natural Granular Odor Eliminator,TURF MAGIK - The All Natural Granular Odor Eliminator,"Our new all natural product Turf Magik eliminates odors from dogs, cats & other animals. It also removes smells from artificial turf, grass, cat litter boxes, bird/rabbit cages, attics/basements, farms, fertilizer, compost & manure after 1 use. Turf Magik is also non toxic too. Our product is lab tested & not harmful to pets/humans. Turf Magik is granular (no chemicals or sprays). And we manufacture Turf Magik in the USA! Turf Magik is woman owned. Based in Las Vegas and Chicago! Stop by the booth for a sample and discounted pricing on our new product!","Our new all natural product Turf Magik eliminates odors from dogs, cats & other animals. It also removes smells from artificial turf, grass, cat litter boxes, bird/rabbit cages, attics/basements, farms, fertilizer, compost & manure after 1 use. Turf Magik is also non toxic too. Our product is lab tested & not harmful to pets/humans. Turf Magik is granular (no chemicals or sprays). And we manufacture Turf Magik in the USA! Turf Magik is woman owned. Based in Las Vegas and Chicago! Stop by the booth for a sample and discounted pricing on our new product!",https://static.prod01.ue1.p.pcomm.net:443/sz2025/user_content/review_items/2/1534/b4dcf9c4d88c91dbe3a4f286c53cd4a8-original-img_9883.jpeg,Turf Magik,"BIPOC owned, Charitable Initiatives, Made in America, Sustainably sourced, Women owned, Cat Products, Dog Products, Grooming Products, Other Products for Service Providers, Small Animal Products, Booth event - eg. cocktail hour, giveaways, demos, Exclusive show specials, New Product Launch","BIPOC owned, Charitable Initiatives, Made in America, Sustainably sourced, Women owned, Cat Products, Dog Products, Grooming Products, Other Products for Service Providers, Small Animal Products, Booth event - eg. cocktail hour, giveaways, demos, Exclusive show specials, New Product Launch"
"Turf Product Solutions, LLC","Turf Product Solutions, LLC","At Turf Product Solutions, we’ve created the #1 system for caring for artificial turf — especially where pets and families play. Our Turf Animal is a powerful live enzyme cleaner that breaks down pet odors and stains on a molecular level, is Whole Foods Eco-Ingredient Compliant for maximum safety, and features Zap Guard to reduce static and keep turf cleaner longer. Paired with our Turf Power Sweep — a 40V battery-powered turf broom that lifts, fluffs, and clears away everything from pet hair to leaves without gas, noise, or cords.","At Turf Product Solutions, we’ve created the #1 system for caring for artificial turf — especially where pets and families play. Our Turf Animal is a powerful live enzyme cleaner that breaks down pet odors and stains on a molecular level, is Whole Foods Eco-Ingredient Compliant for maximum safety, and features Zap Guard to reduce static and keep turf cleaner longer. Paired with our Turf Power Sweep — a 40V battery-powered turf broom that lifts, fluffs, and clears away everything from pet hair to leaves without gas, noise, or cords.",https://static.prod01.ue1.p.pcomm.net:443/sz2025/user_content/review_items/2/1045/244a6c4fc20464f1526bf1627617df3e-original-untitled-design.png,"Turf Product Solutions, LLC","Made in America, Sustainably sourced, Boarding Products, Day Care / Spa Products, Direct to Retail, Dog Products, Gifts, Other Products for Service Providers, New Product Launch","Made in America, Sustainably sourced, Boarding Products, Day Care / Spa Products, Direct to Retail, Dog Products, Gifts, Other Products for Service Providers, New Product Launch"
*NEW* TURF ANIMAL (UNLEASH THE CLEAN),*NEW* TURF ANIMAL (UNLEASH THE CLEAN),"Meet Turf Animal — The Ultimate Eco-Friendly Turf Cleaner & Protector!

Say goodbye to harsh chemicals and hello to a powerful, all-natural way to keep your artificial turf fresh, clean, and odor-free.","Meet Turf Animal — The Ultimate Eco-Friendly Turf Cleaner & Protector!

Say goodbye to harsh chemicals and hello to a powerful, all-natural way to keep your artificial turf fresh, clean, and odor-free.",https://static.prod01.ue1.p.pcomm.net:443/sz2025/user_content/review_items/2/1044/8a169d2c5848df312e3f2c76d2037939-original-1gallonturfanimalfinal.png,"Turf Product Solutions, LLC",New Product Showcase - Dog,New Product Showcase - Dog
🐑 Furbul – The All-Natural Snuggle Ball 🐑 10% off order at show !,🐑 Furbul – The All-Natural Snuggle Ball 🐑 10% off order at show !,"Each Furbul is uniquely handmade from fine Mongolian sheepskin , ensuring no two are alike. Colors, textures, sizes, and shapes vary , adding to the natural charm of every piece. Crafted with care and stuffed with wool , this all-natural snuggle ball is designed for comfort, warmth, and pure joy. A soft, cozy companion your dog will love!","Each Furbul is uniquely handmade from fine Mongolian sheepskin , ensuring no two are alike. Colors, textures, sizes, and shapes vary , adding to the natural charm of every piece. Crafted with care and stuffed with wool , this all-natural snuggle ball is designed for comfort, warmth, and pure joy. A soft, cozy companion your dog will love!",https://static.prod01.ue1.p.pcomm.net:443/sz2025/user_content/review_items/2/1514/9f15a9aee13aba294088813a8a3efd1b-original-20250801_144659.jpg,UMMP llc.,Natural Food & Treats,Natural Food & Treats
SUPERZOO SAMPLE SET SALE,SUPERZOO SAMPLE SET SALE,Includes: All 3 colors 6 bowls (2 of each color) FREE shipping This equates to an overall savings of $24.90!!!,Includes: All 3 colors 6 bowls (2 of each color) FREE shipping This equates to an overall savings of $24.90!!!,https://static.prod01.ue1.p.pcomm.net:443/sz2025/user_content/review_items/2/1532/49f06c8b2152ae0c4a9e59f8359143a8-original-superzoo-combo.png,Uncomparabowl,"Charitable Initiatives, Made in America, Cat Food & Treats, Cat Products, Dog Food & Treats, Dog Products, Gifts, Other Products for Service Providers, New Product Launch","Charitable Initiatives, Made in America, Cat Food & Treats, Cat Products, Dog Food & Treats, Dog Products, Gifts, Other Products for Service Providers, New Product Launch"
Washing Machine Cleaner Pro,Washing Machine Cleaner Pro,"A new game changing innovation from Uproot Clean! Households with pets see a lot of pet hair traveling through, and getting stuck in their washing machines, and that causes buildup, residue, and nasty odors. Washing Machine Cleaner Pro acts like a pet odor and hair detox for washing machines, helping to flush out pet hair build up and residue with our FurGuard formulation. Simply toss a tablet into the empty washing  drum, run a cycle and repeat every 2 weeks to maintain, deodorize and sanitize your machine!","A new game changing innovation from Uproot Clean! Households with pets see a lot of pet hair traveling through, and getting stuck in their washing machines, and that causes buildup, residue, and nasty odors. Washing Machine Cleaner Pro acts like a pet odor and hair detox for washing machines, helping to flush out pet hair build up and residue with our FurGuard formulation. Simply toss a tablet into the empty washing  drum, run a cycle and repeat every 2 weeks to maintain, deodorize and sanitize your machine!",https://static.prod01.ue1.p.pcomm.net:443/sz2025/user_content/review_items/2/1191/72e854f34f701ad3ef6c1a777b975b44-original-wmt_tabs-pr.png,Uproot Clean,"BIPOC owned, Cat Products, Direct to Retail, Dog Products, Grooming Products, Small Animal Products, Booth event - eg. cocktail hour, giveaways, demos, Exclusive show specials, New Product Launch","BIPOC owned, Cat Products, Direct to Retail, Dog Products, Grooming Products, Small Animal Products, Booth event - eg. cocktail hour, giveaways, demos, Exclusive show specials, New Product Launch"
Uproot Clean Cordless Grooming Kit,Uproot Clean Cordless Grooming Kit,A new debut for SuperZoo 2025 is our cordless version of our award winning vacuum powered grooming kit! Designed to operate quietly this innovative grooming kit comes with 6 attachments: Slicker Brush Deshedder Detangler Clippers Pet hair remover Vacuum The rechargeable battery allows for wire free grooming and up to 3 session on a single charge!,A new debut for SuperZoo 2025 is our cordless version of our award winning vacuum powered grooming kit! Designed to operate quietly this innovative grooming kit comes with 6 attachments: Slicker Brush Deshedder Detangler Clippers Pet hair remover Vacuum The rechargeable battery allows for wire free grooming and up to 3 session on a single charge!,https://static.prod01.ue1.p.pcomm.net:443/sz2025/user_content/review_items/2/1190/2dac12c47078003652560e0efbb8f687-original-screenshot-2025-07-14-at-3.51.49 pm.png,Uproot Clean,"BIPOC owned, Cat Products, Direct to Retail, Dog Products, Grooming Products, Small Animal Products, Booth event - eg. cocktail hour, giveaways, demos, Exclusive show specials, New Product Launch","BIPOC owned, Cat Products, Direct to Retail, Dog Products, Grooming Products, Small Animal Products, Booth event - eg. cocktail hour, giveaways, demos, Exclusive show specials, New Product Launch"
