NAME_EN,NAME_KR,DESCRIPTION_EN,DESCRIPTION_KR,KEYWORDS_EN,KEYWORDS_KR,IMAGE_URL,COMPANY_NAME_EN,INDUSTRY_NAME_EN,INDUSTRY_NAME_KR
Romrol®,Romrol®,Romrol® introduces next-generation functionality for active lifestyles.,Romrol® 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,https://munichexhibitors.ispo.com/prj_158/_inc002/_images/view/ok/elements/placeholder_br.png,"Jiangsu Romrol Group Outdoor Material Co., Ltd.",Sports / Outdoor,스포츠 / 아웃도어
"Rongli Garments Co., Ltd.","Rongli Garments Co., Ltd.","Rongli Garments Co., Ltd. offers innovation aligned with ISPO Munich 2025.","Rongli Garments Co., Ltd. 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.",,,,"Rongli Garments Co., Ltd.",Sports / Outdoor,스포츠 / 아웃도어
Royal Maye Chie Ent. Inc.,Royal Maye Chie Ent. Inc.,Royal Maye Chie Ent. Inc. is designed to highlight performance and modern sports trends.,Royal Maye Chie Ent. Inc. 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,,Royal Maye Chie Ent. Inc.,Sports / Outdoor,스포츠 / 아웃도어
PEARL SONI,PEARL SONI,PEARL SONI introduces next-generation functionality for active lifestyles.,PEARL SONI 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,https://munichexhibitors.ispo.com/prj_158/_inc002/_images/view/ok/elements/placeholder_br.png,Roza Sports,Sports / Outdoor,스포츠 / 아웃도어
Rubber Leisure Products Sdn. Bhd.,Rubber Leisure Products Sdn. Bhd.,Rubber Leisure Products Sdn. Bhd. is designed to highlight performance and modern sports trends.,Rubber Leisure Products Sdn. Bhd. 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,,Rubber Leisure Products Sdn. Bhd.,Sports / Outdoor,스포츠 / 아웃도어
3M Thinsulate,3M Thinsulate,3M Thinsulate offers innovation aligned with ISPO Munich 2025.,3M Thinsulate 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,https://munichexhibitors.ispo.com/media/158/1/F_1124_6/F_1124_6_16_N_ELM_5876_16_1.jpg,Rudholm & Haak AB,Sports / Outdoor,스포츠 / 아웃도어
Rugged Thread,Rugged Thread,Rugged Thread presents advanced outdoor sports solutions.,Rugged Thread 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,https://munichexhibitors.ispo.com/prj_158/_inc002/_images/view/ok/elements/placeholder_br.png,Rugged Thread Outerwear Repair Inc.,Sports / Outdoor,스포츠 / 아웃도어
Ruqi Sports,Ruqi Sports,Ruqi Sports presents advanced outdoor sports solutions.,Ruqi Sports 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,,Ruqi Sports,Sports / Outdoor,스포츠 / 아웃도어
RYDE Mobility Ltd.,RYDE Mobility Ltd.,RYDE Mobility Ltd. introduces next-generation functionality for active lifestyles.,RYDE Mobility Ltd. 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,,RYDE Mobility Ltd.,Sports / Outdoor,스포츠 / 아웃도어
Fariki app,Fariki app,Fariki app is designed to highlight performance and modern sports trends.,Fariki app 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,https://munichexhibitors.ispo.com/media/158/1/F_1124_6/F_1124_6_1_N_ELM_17976_1_1.jpg,Saas for digital content,Sports / Outdoor,스포츠 / 아웃도어
SAB,SAB,SAB presents advanced outdoor sports solutions.,SAB 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,https://munichexhibitors.ispo.com/prj_158/_inc002/_images/view/ok/elements/placeholder_br.png,"SAB - Zhejiang Weixing Industrial Development Co., Ltd.",Sports / Outdoor,스포츠 / 아웃도어
Safe Working Group Ltd.,Safe Working Group Ltd.,Safe Working Group Ltd. presents advanced outdoor sports solutions.,Safe Working Group Ltd. 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,,Safe Working Group Ltd.,Sports / Outdoor,스포츠 / 아웃도어
Saga International Group Ltd.,Saga International Group Ltd.,Saga International Group Ltd. offers innovation aligned with ISPO Munich 2025.,Saga International Group Ltd. 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,,Saga International Group Ltd.,Sports / Outdoor,스포츠 / 아웃도어
"Salim Textile Co., Ltd.","Salim Textile Co., Ltd.","Salim Textile Co., Ltd. provides high-value sports technology for global buyers.","Salim Textile Co., Ltd. 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.",,,,"Salim Textile Co., Ltd.",Sports / Outdoor,스포츠 / 아웃도어
Samad Foam,Samad Foam,Samad Foam provides high-value sports technology for global buyers.,Samad Foam 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,https://munichexhibitors.ispo.com/prj_158/_inc002/_images/view/ok/elements/placeholder_br.png,Samad Rubber Works Pvt. Ltd.,Sports / Outdoor,스포츠 / 아웃도어
"Samhwantf Co., Ltd.","Samhwantf Co., Ltd.","Samhwantf Co., Ltd. offers innovation aligned with ISPO Munich 2025.","Samhwantf Co., Ltd. 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.",,,,"Samhwantf Co., Ltd.",Sports / Outdoor,스포츠 / 아웃도어
"Sammen Aoyou Outdoor Products Co., Ltd.","Sammen Aoyou Outdoor Products Co., Ltd.","Sammen Aoyou Outdoor Products Co., Ltd. is designed to highlight performance and modern sports trends.","Sammen Aoyou Outdoor Products Co., Ltd. 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.",,,,"Sammen Aoyou Outdoor Products Co., Ltd.",Sports / Outdoor,스포츠 / 아웃도어
Samsung Trading Ltd.,Samsung Trading Ltd.,Samsung Trading Ltd. offers innovation aligned with ISPO Munich 2025.,Samsung Trading Ltd. 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,,Samsung Trading Ltd.,Sports / Outdoor,스포츠 / 아웃도어
Sancar Premium Socks,Sancar Premium Socks,Sancar Premium Socks is designed to highlight performance and modern sports trends.,Sancar Premium Socks 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,https://munichexhibitors.ispo.com/prj_158/_inc002/_images/view/ok/elements/placeholder_br.png,"Sancar Premium Socks, Lda.",Sports / Outdoor,스포츠 / 아웃도어
"San Fang Chemical Ind. Co., Ltd.","San Fang Chemical Ind. Co., Ltd.","San Fang Chemical Ind. Co., Ltd. presents advanced outdoor sports solutions.","San Fang Chemical Ind. Co., Ltd. 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.",,,,"San Fang Chemical Ind. Co., Ltd.",Sports / Outdoor,스포츠 / 아웃도어
SANTIC,SANTIC,SANTIC is designed to highlight performance and modern sports trends.,SANTIC 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,https://munichexhibitors.ispo.com/prj_158/_inc002/_images/view/ok/elements/placeholder_br.png,"Santic (Quanzhou) Sports Co., Ltd.",Sports / Outdoor,스포츠 / 아웃도어
Sartor SNC di Sartor Gianni & C.,Sartor SNC di Sartor Gianni & C.,Sartor SNC di Sartor Gianni & C. provides high-value sports technology for global buyers.,Sartor SNC di Sartor Gianni & C. 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,,Sartor SNC di Sartor Gianni & C.,Sports / Outdoor,스포츠 / 아웃도어
Save Our Returns,Save Our Returns,Save Our Returns offers innovation aligned with ISPO Munich 2025.,Save Our Returns 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,https://munichexhibitors.ispo.com/prj_158/_inc002/_images/view/ok/elements/placeholder_br.png,S.O.R. Save Our Returns GmbH,Sports / Outdoor,스포츠 / 아웃도어
saywhatt,saywhatt,saywhatt is designed to highlight performance and modern sports trends.,saywhatt 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,https://munichexhibitors.ispo.com/prj_158/_inc002/_images/view/ok/elements/placeholder_br.png,saywhatt,Sports / Outdoor,스포츠 / 아웃도어
SAZsport,SAZsport,SAZsport presents advanced outdoor sports solutions.,SAZsport 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,https://munichexhibitors.ispo.com/prj_158/_inc002/_images/view/ok/elements/placeholder_br.png,SAZsport - Ebner Media Group GmbH & Co. KG,Sports / Outdoor,스포츠 / 아웃도어
SBS,SBS,SBS is designed to highlight performance and modern sports trends.,SBS 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,https://munichexhibitors.ispo.com/media/158/1/F_1124_6/F_1124_6_1_N_ELM_9339_1_1.jpg,SBS International Development Ltd.,Sports / Outdoor,스포츠 / 아웃도어
Scandinavian Outdoor Award (SOA),Scandinavian Outdoor Award (SOA),Scandinavian Outdoor Award (SOA) offers innovation aligned with ISPO Munich 2025.,Scandinavian Outdoor Award (SOA) 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,,Scandinavian Outdoor Award (SOA),Sports / Outdoor,스포츠 / 아웃도어
Scandinavian Outdoor Group (SOG),Scandinavian Outdoor Group (SOG),Scandinavian Outdoor Group (SOG) is designed to highlight performance and modern sports trends.,Scandinavian Outdoor Group (SOG) 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,,Scandinavian Outdoor Group (SOG),Sports / Outdoor,스포츠 / 아웃도어
Scandinavian Outdoor Group (SOG),Scandinavian Outdoor Group (SOG),Scandinavian Outdoor Group (SOG) introduces next-generation functionality for active lifestyles.,Scandinavian Outdoor Group (SOG) 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,,Scandinavian Outdoor Group (SOG),Sports / Outdoor,스포츠 / 아웃도어
Schreuders Sport International B.V.,Schreuders Sport International B.V.,Schreuders Sport International B.V. offers innovation aligned with ISPO Munich 2025.,Schreuders Sport International B.V. 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,,Schreuders Sport International B.V.,Sports / Outdoor,스포츠 / 아웃도어
Scolia,Scolia,Scolia is designed to highlight performance and modern sports trends.,Scolia 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,https://munichexhibitors.ispo.com/prj_158/_inc002/_images/view/ok/elements/placeholder_br.png,Scolia,Sports / Outdoor,스포츠 / 아웃도어
Sealon,Sealon,Sealon offers innovation aligned with ISPO Munich 2025.,Sealon 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,,Sealon,Sports / Outdoor,스포츠 / 아웃도어
Selberian Sports Wear,Selberian Sports Wear,Selberian Sports Wear provides high-value sports technology for global buyers.,Selberian Sports Wear 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,,Selberian Sports Wear,Sports / Outdoor,스포츠 / 아웃도어
Selkirk,Selkirk,Selkirk offers innovation aligned with ISPO Munich 2025.,Selkirk 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,https://munichexhibitors.ispo.com/prj_158/_inc002/_images/view/ok/elements/placeholder_br.png,Selkirk Sports LLC,Sports / Outdoor,스포츠 / 아웃도어
Senior Industries,Senior Industries,Senior Industries provides high-value sports technology for global buyers.,Senior Industries 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,,Senior Industries,Sports / Outdoor,스포츠 / 아웃도어
Serena Pádel,Serena Pádel,Serena Pádel is designed to highlight performance and modern sports trends.,Serena Pádel 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,https://munichexhibitors.ispo.com/media/158/1/F_1124_6/F_1124_6_8_N_ELM_17404_8_1.jpg,Serena Pádel,Sports / Outdoor,스포츠 / 아웃도어
"Shaanxi Intercontinental Imp. & Exp. Co., Ltmd.","Shaanxi Intercontinental Imp. & Exp. Co., Ltmd.","Shaanxi Intercontinental Imp. & Exp. Co., Ltmd. offers innovation aligned with ISPO Munich 2025.","Shaanxi Intercontinental Imp. & Exp. Co., Ltmd. 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.",,,,"Shaanxi Intercontinental Imp. & Exp. Co., Ltmd.",Sports / Outdoor,스포츠 / 아웃도어
Shamsher Impex,Shamsher Impex,Shamsher Impex offers innovation aligned with ISPO Munich 2025.,Shamsher Impex 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,,Shamsher Impex,Sports / Outdoor,스포츠 / 아웃도어
BOOWIN,BOOWIN,BOOWIN introduces next-generation functionality for active lifestyles.,BOOWIN 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,https://munichexhibitors.ispo.com/prj_158/_inc002/_images/view/ok/elements/placeholder_br.png,"Shandong Bowei Sporting Industrial Co., Ltd.",Sports / Outdoor,스포츠 / 아웃도어
"Shandong Daiyin Apparel Co., Ltd.","Shandong Daiyin Apparel Co., Ltd.","Shandong Daiyin Apparel Co., Ltd. presents advanced outdoor sports solutions.","Shandong Daiyin Apparel Co., Ltd. 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.",,,,"Shandong Daiyin Apparel Co., Ltd.",Sports / Outdoor,스포츠 / 아웃도어
"Shandong Golden Realm Industrial Co., Ltd.","Shandong Golden Realm Industrial Co., Ltd.","Shandong Golden Realm Industrial Co., Ltd. provides high-value sports technology for global buyers.","Shandong Golden Realm Industrial Co., Ltd. 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.",,,,"Shandong Golden Realm Industrial Co., Ltd.",Sports / Outdoor,스포츠 / 아웃도어
G-TEDA,G-TEDA,G-TEDA presents advanced outdoor sports solutions.,G-TEDA 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,https://munichexhibitors.ispo.com/prj_158/_inc002/_images/view/ok/elements/placeholder_br.png,"Shandong G-Teda Apparel Co., Ltd.",Sports / Outdoor,스포츠 / 아웃도어
Shandong Jianhua Zhongxing Glove Corp.,Shandong Jianhua Zhongxing Glove Corp.,Shandong Jianhua Zhongxing Glove Corp. provides high-value sports technology for global buyers.,Shandong Jianhua Zhongxing Glove Corp. 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,,Shandong Jianhua Zhongxing Glove Corp.,Sports / Outdoor,스포츠 / 아웃도어
"Shandong Kingstar Sports Fitness Co., Ltd.","Shandong Kingstar Sports Fitness Co., Ltd.","Shandong Kingstar Sports Fitness Co., Ltd. introduces next-generation functionality for active lifestyles.","Shandong Kingstar Sports Fitness Co., Ltd. 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.",,,,"Shandong Kingstar Sports Fitness Co., Ltd.",Sports / Outdoor,스포츠 / 아웃도어
"Shandong Nanshan Fashion Sci-Tech Co., Ltd.","Shandong Nanshan Fashion Sci-Tech Co., Ltd.","Shandong Nanshan Fashion Sci-Tech Co., Ltd. introduces next-generation functionality for active lifestyles.","Shandong Nanshan Fashion Sci-Tech Co., Ltd. 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.",,,,"Shandong Nanshan Fashion Sci-Tech Co., Ltd.",Sports / Outdoor,스포츠 / 아웃도어
LOOKS,LOOKS,LOOKS is designed to highlight performance and modern sports trends.,LOOKS 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,https://munichexhibitors.ispo.com/prj_158/_inc002/_images/view/ok/elements/placeholder_br.png,"Shandong New Power Sports Goods Co., Ltd.",Sports / Outdoor,스포츠 / 아웃도어
SANMING,SANMING,SANMING introduces next-generation functionality for active lifestyles.,SANMING 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,https://munichexhibitors.ispo.com/prj_158/_inc002/_images/view/ok/elements/placeholder_br.png,"Shandong Sanming Sports Culture Development Co., Ltd.",Sports / Outdoor,스포츠 / 아웃도어
"Shandong Yiwei Apparel Co., Ltd.","Shandong Yiwei Apparel Co., Ltd.","Shandong Yiwei Apparel Co., Ltd. introduces next-generation functionality for active lifestyles.","Shandong Yiwei Apparel Co., Ltd. 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.",,,,"Shandong Yiwei Apparel Co., Ltd.",Sports / Outdoor,스포츠 / 아웃도어
"Shanghai Amber Int'l Trade Co., Ltd.","Shanghai Amber Int'l Trade Co., Ltd.","Shanghai Amber Int'l Trade Co., Ltd. presents advanced outdoor sports solutions.","Shanghai Amber Int'l Trade Co., Ltd. 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.",,,,"Shanghai Amber Int'l Trade Co., Ltd.",Sports / Outdoor,스포츠 / 아웃도어
